LOCAL_DATE,MEAN_TEMPERATURE_CALGARY,MEAN_TEMPERATURE_VANCOUVER,MEAN_TEMPERATURE_WINNIPEG,MEAN_TEMPERATURE_TORONTO,TOTAL_PRECIPITATION_CALGARY,TOTAL_PRECIPITATION_VANCOUVER,TOTAL_PRECIPITATION_WINNIPEG,TOTAL_PRECIPITATION_TORONTO
6/5/2012,13.4,13.3,20.2,14.9,36.2,0.6,0,0
6/6/2012,12.2,12.8,22.4,18.7,26,0.2,0.2,6.8
6/7/2012,12.4,11.7,23.4,19.1,0,11.2,0.4,0.6
6/8/2012,10.8,11.8,19.2,20.7,0.6,4.2,12.1,2.2
6/9/2012,10.4,12.6,19.7,21.2,2.6,0,8.7,3
6/10/2012,11.2,14.4,17.6,22.6,11.6,0,5.8,0
6/11/2012,15.5,15.6,10.2,23.7,0,0,7.9,7.8
6/12/2012,16.3,15.6,12.5,19.4,0,2.6,3.8,3.2
6/13/2012,13.5,13.9,20.2,15.4,12.6,1.6,2,0
6/14/2012,12.2,12.9,20.3,16.8,6.6,0,0.8,0
6/15/2012,11.2,12.9,20.3,19.9,8.2,0,0.3,0
6/16/2012,14.7,15,18.2,22.4,0,11.2,17.8,0
6/17/2012,16.1,15.2,16.9,22.4,0,1.8,3.1,0
6/18/2012,11.1,14.3,14.6,23.8,0.8,2.2,0.4,4.4
6/19/2012,12.2,13.3,13.8,26.8,0.2,0,2.8,0
6/20/2012,12.8,14.8,16.2,29.5,0.2,0,1,0
6/21/2012,13.6,17.1,17.7,27.5,0,0,0.3,5.8
6/22/2012,16.5,14.9,19.2,21.9,2.2,10.8,0.3,0
6/23/2012,15.5,14.6,20.3,20.4,10,14.6,0.4,0
6/24/2012,15,13.9,16.3,20.9,13.6,0,0.4,1.2
6/25/2012,15.8,14.4,19.8,17.6,1,0,0.4,0
6/26/2012,11,14.8,23.7,20,5.6,0,0,0
6/27/2012,14,15.4,,20.3,6,0,0.2,0.2
6/28/2012,14.3,16.9,22.8,24,0,1.8,0.3,0
6/29/2012,18.5,18.4,22.5,26.2,0,0.8,0.5,0
6/30/2012,17,16.9,24.4,26.2,2.2,7.4,0.5,0
7/1/2012,17.3,16.1,25.3,25.2,2.4,0,,0
7/2/2012,16.1,13.6,26.9,23.8,0,2.2,0.2,0
7/3/2012,17.1,14.8,25.9,23.5,0.2,8.8,0.2,0
7/4/2012,15.6,13.8,24.6,28.4,0,0,4.2,0
7/5/2012,14.7,15.2,22.7,24,26.4,0,0,0
7/6/2012,15.4,17.5,23.5,29.1,9.6,0,0.6,0
7/7/2012,18.4,17,23.1,24.3,0,0,0,2.8
7/8/2012,19.8,18.3,23.9,22.4,0,0,0,0
7/9/2012,22.7,19.8,24.9,21.4,0,0,0,0
7/10/2012,22.8,17.7,26.2,22.6,0,0,0,0
7/11/2012,21.1,17.9,27.8,22.8,0,0,0.5,0
7/12/2012,21.3,18.7,,24,0.4,0,0.3,0
7/13/2012,20.6,19,25.7,25.9,0.2,0,0,0
7/14/2012,18.8,20.9,24.5,26.3,0,0,0,0
7/15/2012,16.1,17.8,18.9,26.6,26.2,0.2,6.8,5.4
7/16/2012,17.2,18.6,19.8,27.1,0.6,0,0.2,0
7/17/2012,19.5,21,22.1,29.6,0,0,0.2,0
7/18/2012,21.9,18.6,22,23.6,0,0,0,0
7/19/2012,18,19.9,25.4,21,0,0,8.8,0
7/20/2012,18.4,17.5,24.2,21.3,1.8,6,0.2,0
7/21/2012,18.7,18.8,23.7,22.1,0,2.6,0,0
7/22/2012,16.7,16.8,26.8,25.6,0,0,,23.2
7/23/2012,17.7,14.2,23.3,28.2,5.4,8,0,3
7/24/2012,15.9,17.1,24.2,23,1.2,0,0.3,0
7/25/2012,17.9,17.7,25.4,22.2,1,0,0,18.2
7/26/2012,16.5,20.3,19.8,23.3,0,0,0.9,7.6
7/27/2012,19.4,17,20.8,22.7,0,0,0,0
7/28/2012,19.4,18.1,24.7,23.5,0.8,0,0,0
7/29/2012,18.1,18.4,27,22.8,0,0,7,0
7/30/2012,20.1,17.8,23.4,23.3,0,0,0,0
7/31/2012,18,18.6,25.5,23.8,0.8,0,0,39.8
8/1/2012,17,18,22.4,23.7,1.8,0,2.8,0
8/2/2012,13.5,18.4,21,22.6,5.4,0,0,0
8/3/2012,14.2,19,21.5,25.7,0.4,0,21.8,0
8/4/2012,20.1,21.8,16.9,27,0,0,,0
8/5/2012,21,23,19.6,23.3,0,0,0,0.8
8/6/2012,22.2,21.3,22.2,20.6,0,0,0,0
8/7/2012,21.4,20.3,20,22.8,0,2.1,0,0
8/8/2012,20.5,19.3,21.5,24.4,0,0.2,0,0
8/9/2012,20,18.3,19,19.6,0,0,0,5.2
8/10/2012,18,18,20.3,20.6,0,0,0,21.6
8/11/2012,17.5,18.7,21.6,18.9,0,0,0,10.4
8/12/2012,18,20.2,19.9,20.5,8,0,6.2,0.4
8/13/2012,19.1,19.5,18.8,23,0,0,0,0.6
8/14/2012,16.3,19.2,19.6,19.6,4,0,0,5.4
8/15/2012,12.9,22,17.2,20.3,0,0,11.2,0
8/16/2012,14.6,21.8,15.8,21.5,0,0,0.4,0
8/17/2012,16.3,22.6,18.3,18.7,0,0,0,0.2
8/18/2012,18.8,20.5,16.9,16.3,0,0,0,0
8/19/2012,18.8,18.9,16.6,19.4,0,0,0,0
8/20/2012,20.4,20.4,18.4,18.5,0,0,0.2,0
8/21/2012,19.7,17.2,21.8,18.7,0,0,0.6,0
8/22/2012,18.7,17.7,24,20.4,0,0,0,0
8/23/2012,17.2,16.4,25.8,22.9,0,0.6,0,0
8/24/2012,11.7,15.6,24.6,23.1,13.2,0,0.4,0
8/25/2012,13,17,19.8,24.4,0,0,0.8,0
8/26/2012,14.6,18.3,20.2,23.9,0,0,0,0
8/27/2012,18.7,17.9,20.1,22.6,0,0,0,7.8
8/28/2012,21.9,17.4,21.4,20,0,0,0.2,0
8/29/2012,15.8,17.9,27.1,17.7,0.2,0,0.6,0
8/30/2012,14.2,16.6,22.1,21.6,0,0,0.6,0
8/31/2012,13.3,15.7,23.5,25.8,0,0,0,0
9/1/2012,13.7,15.8,20.4,22,0.8,0,0,0
9/2/2012,,16.2,21.9,22.2,,0,0.2,0
9/3/2012,15.2,15.7,20.7,22.3,0,0,0.8,0
9/4/2012,13.2,16,20.5,21.4,0.8,0,0,44
9/5/2012,9.6,16,17,22.1,0,0,0.6,0
9/6/2012,12.2,18,14.4,22.9,0,0,0.8,0
9/7/2012,15.9,18.1,14.5,20.7,0,0,0.2,1.6
9/8/2012,17.8,19.3,14.2,16.4,0,0,0,30.2
9/9/2012,,16.2,15.2,15.7,,2.4,0,0
9/10/2012,,14.9,21,15.5,,0.6,0.2,0
9/11/2012,,12.5,16.3,17.3,,0,0,0
9/12/2012,10,12.9,14.3,21.1,0,0,0.3,0
9/13/2012,17.1,15.1,12,22.5,0,0,0,0
9/14/2012,17.5,15.2,13.2,15.1,0,0,0,11.4
9/15/2012,12.8,15.5,19.6,13.5,0,0,0,0
9/16/2012,10.5,15.9,10.9,14.1,0,0,0.5,0
9/17/2012,14.6,16.6,8.3,18.4,0,0,0,0
9/18/2012,17.1,16.7,10.7,13.6,0,0,0,20
9/19/2012,14.1,15.7,12.5,11,0,0,1.5,0
9/20/2012,16.2,16,11.2,14.8,0,0,0.4,0.4
9/21/2012,15.4,14.3,8,16.3,0,0,1,1.8
9/22/2012,16.5,15.5,6.7,12.2,0,0.4,0,11.4
9/23/2012,15.4,15.1,8.5,10.1,0,0,0.3,0.2
9/24/2012,15.7,14.1,10,9.5,0,0,0,0
9/25/2012,12.4,14.4,8.6,17.3,0.6,0,0,0
9/26/2012,12.9,12.9,9.2,12.7,2,0,0,0
9/27/2012,12.7,13.8,12.4,11,0,0,0,0
9/28/2012,16.7,16.8,15,12.3,0,1.6,0.5,0
9/29/2012,14.9,13.8,18.6,13.4,0,0,0.6,0
9/30/2012,10.7,12.4,18.2,13.2,0,0,0,0
10/1/2012,14.7,15.1,14.4,14.9,0.4,0,1.4,0
10/2/2012,5.6,12.2,15.6,15.6,11.8,0,0,0
10/3/2012,2.1,10.8,8.1,17.4,3,0,0.2,0
10/4/2012,,10.2,2.6,19.1,,0,18.6,0
10/5/2012,3.1,11.5,0.9,13.9,0,0,1.6,5
10/6/2012,8.5,11.8,2.8,8.1,0,0,0.6,0.4
10/7/2012,10.7,12,6.2,4.9,0,0,0,1
10/8/2012,6.9,12.3,3.1,7.3,1,0,11.7,0
10/9/2012,,11.8,2.5,9.4,,0,5.7,0
10/10/2012,,8.8,2.6,7.5,,0,0,1
10/11/2012,,10.9,2.6,7.6,,0,0.2,0.6
10/12/2012,9.5,10.7,3.2,5,0,11.2,0,0.2
10/13/2012,,13.5,5.9,3.4,,26.6,0,7.6
10/14/2012,11.5,13.5,6.3,15,0,24.2,0,5.2
10/15/2012,12.9,11.1,8.1,11.6,0,3.6,0.2,0.2
10/16/2012,6.1,12.6,10.8,7.5,4.4,0,0.3,0
10/17/2012,3.7,9.1,10.7,11.3,0,0,13.4,2
10/18/2012,5.8,11,7.3,13.2,0,22.8,8.8,10.2
10/19/2012,9.6,11.1,4.7,11.1,0,1,0.2,1
10/20/2012,2.8,7.7,6.7,9.5,10.8,2,0.2,3.4
10/21/2012,-4.5,6.6,5.2,11.5,0.2,6.6,0.4,0
10/22/2012,-4.9,5.7,4,12.6,3.2,1.8,0,1
10/23/2012,-6.6,7.1,6.3,10.5,7.4,5.4,12.6,21.2
10/24/2012,-6.5,6.9,3.8,10.6,0,1.2,0,0.2
10/25/2012,-5.3,7.7,2.1,15.1,2,0,0.2,0
10/26/2012,-6.7,8.4,-1.1,12.1,1.6,7.6,1.7,1.4
10/27/2012,-7.5,8.3,-3.2,6.4,1,20.6,0,18.2
10/28/2012,-0.5,11.4,-3.1,4.8,0.2,1.4,0.5,13.8
10/29/2012,-3.1,11.4,-0.5,4.1,1.4,15.6,0,16.6
10/30/2012,-0.9,11.8,3.8,8.4,0,15,0,11.2
10/31/2012,-5.5,12.2,2.4,7.2,0.8,30.4,0,5
11/1/2012,-2.6,12.3,-1.7,5.7,0.2,2,0,1.8
11/2/2012,-1.3,13,-2.1,3.5,0,2,0,0.8
11/3/2012,2.3,11.7,-0.1,3.5,0,21.8,0.4,0
11/4/2012,1.8,12.8,-0.1,1.4,0,8.6,0,0
11/5/2012,4.6,10,2.1,-1,0,0,6.2,0
11/6/2012,,9.6,2.8,-0.4,,4.8,0.5,0
11/7/2012,-1.4,8.2,2.1,1.8,0.2,0,0.5,0
11/8/2012,,5.3,1.3,1.5,,0,0,0
11/9/2012,,4,-4.9,5.8,,0,0,0.4
11/10/2012,,2.9,-4.3,6.3,,0,17.6,0.8
11/11/2012,,2.3,-5.8,12.5,,14.4,3.1,0
11/12/2012,0,6.5,-7.8,11.2,0,10.4,0.7,5.6
11/13/2012,1.6,8.5,-8.2,2.4,0,1.4,0.6,0
11/14/2012,0.8,6.8,-5,3.7,0,0,0,0
11/15/2012,0.8,5.1,-5.5,2.4,0,0,0,0
11/16/2012,0.9,6.1,-2.5,3.7,0,0.6,0,0
11/17/2012,1.5,8.9,-2.6,4.9,0,6.8,0.6,0
11/18/2012,3.2,8.2,-0.9,4.9,0,8.8,1.3,0
11/19/2012,,7.7,-0.5,4.5,,20.2,0.3,0
11/20/2012,,7.8,0.3,5.6,,4.4,0.2,0
11/21/2012,-12.5,5.6,1.4,5.4,3,19.4,0,0
11/22/2012,,5.3,-5.3,8.9,,0.4,0,0
11/23/2012,-1.9,7,-11.8,6.7,0,12.2,0.2,0.8
11/24/2012,-3.4,5.9,-10.3,0.4,0,0.4,4.2,0
11/25/2012,-4.1,4.5,-11.4,1.1,0,0,0.8,0
11/26/2012,-5.4,2.8,-13.5,0.3,0,0,1,0
11/27/2012,-6.6,4,-12.2,0.1,,0,0,0
11/28/2012,-6.8,4.6,-12.8,0.1,0.8,7.4,0.2,0
11/29/2012,-12.4,9.8,-13.6,2.1,1,3.4,2.7,0
11/30/2012,-11.3,9,-6.4,-3,1,13.4,0.6,0
12/1/2012,-11.8,8.8,-3.6,-0.2,0.6,10.8,0.8,0
12/2/2012,-13,8.1,-3.4,7.8,3.4,11.4,0,13
12/3/2012,-8.9,7.1,-4.6,5.6,0,10.4,1.7,0
12/4/2012,-1.6,9.3,-12.4,10.5,0,14.6,0,3.2
12/5/2012,-0.9,6.3,-6.5,0.1,0.5,1,0.2,0
12/6/2012,-5.3,4.1,-3.5,-2,0,7.2,0,0
12/7/2012,-10.4,4.7,-13.1,3.5,0,4.4,0.4,0.6
12/8/2012,-14.8,2.3,-16.6,2.1,0,0,2.5,2.8
12/9/2012,-10.9,3.1,-20.9,0.1,0,3.2,0.2,2.6
12/10/2012,-3.7,4.9,-17.6,1.3,0,0,0.4,4
12/11/2012,-2,5.8,,-2.8,0,15,,0
12/12/2012,,4.2,,0.7,,2.8,,0
12/13/2012,-6.7,4.3,,1.8,0,17.6,,0
12/14/2012,-5.1,4.5,,2.2,0,4.4,,0
12/15/2012,-10.1,3.2,,-1.1,0,12.6,,0.4
12/16/2012,-4.3,2.9,,5.1,0,13,,6
12/17/2012,-8.5,3.9,,6.7,1,11.8,,0
12/18/2012,-11.3,2.8,,3.5,0,0.2,,0
12/19/2012,-10.7,2.8,,2.2,0,43.8,0.2,0
12/20/2012,-6.9,4.1,-12.6,1.7,0,10,0.6,11.4
12/21/2012,-16.4,2.8,-13.1,2.5,0,3,,0.6
12/22/2012,-20.2,3.9,-15.7,-0.7,5.4,4.6,,0
12/23/2012,-21.8,5.1,-20.6,0.2,0.2,3.6,,0
12/24/2012,-22.9,4,-23.9,-1.9,0.7,1,,0
12/25/2012,,3.1,-22,-0.3,,4.8,,0.4
12/26/2012,,4.6,,-3.5,,3,,5
12/27/2012,-19.8,3.8,-16.7,-4.8,0,0.4,0.3,4.4
12/28/2012,-9.5,4.7,-11.4,-4.5,0,2.8,0.6,0
12/29/2012,-3.4,3.3,-14.4,-4.5,0,3.8,,4
12/30/2012,-8.8,2,-14.1,-4.6,0,0,0.3,0
12/31/2012,-3.7,1.8,-20.3,-2.2,0,1.2,,0
1/1/2013,-3.9,-0.5,-15.5,-6.2,0,0,0.8,0
1/2/2013,-2.6,1.5,-11.4,-5.1,0,0,0.7,0.2
1/3/2013,0,1,-9.1,-4.3,0,2.4,0.4,0.2
1/4/2013,-4.2,4.3,-8.5,-1.2,0,3.2,0.2,0
1/5/2013,-2.6,4.9,-12.6,0.1,0,5,0.4,0.2
1/6/2013,,4.6,-10.4,-1.4,,8.4,0.4,0.2
1/7/2013,-3.8,4.9,-3.5,-3.9,0,22,0,0
1/8/2013,-1.2,5.6,-5,0.5,0,29,1.8,0
1/9/2013,,5.1,-4.7,3,,1.2,0,0
1/10/2013,-9.9,2.3,-0.7,2.8,2.4,0.2,0.2,0
1/11/2013,-15.7,-0.8,-8.9,5.7,0,0,4.3,5
1/12/2013,-12.8,-1.4,-18.4,9.7,0,0,2.7,0
1/13/2013,,-2.8,-19.8,9.7,,0,0.2,29.8
1/14/2013,,0,-18.8,0.1,,1,0.3,0
1/15/2013,4.7,1.8,-13,-2.1,0,0,2.5,0
1/16/2013,1.4,1.2,-15.3,-0.3,0,0,0,0
1/17/2013,1.5,1.4,-20,-4.9,0,0,0,0.8
1/18/2013,2.6,1.3,-15.8,-6.5,0,0,2.7,0.2
1/19/2013,,1.8,-18,3.9,,0,1.9,0.4
1/20/2013,,1,-24.6,-1.3,,0,0.3,0.4
1/21/2013,,1.5,-26,-8.9,,0,0.3,0
1/22/2013,,0.4,-23.6,-14.9,,0,0.2,1.2
1/23/2013,,4.1,-23.3,-15.4,,10.2,0,0
1/24/2013,-5.2,5,-23.8,-13.4,0,5.6,5.5,0
1/25/2013,-0.3,6.6,-21.4,-11.6,0,2.4,1.1,2.2
1/26/2013,-6,5.1,-19.1,-7.3,0,0.6,0.4,0
1/27/2013,-4.4,4.4,-13.6,-7.1,0,2.4,1.4,0
1/28/2013,,4.1,-11,0.3,,1.2,0.4,7.6
1/29/2013,-18,5.5,-11.7,3.8,1,1.4,0.2,14.2
1/30/2013,-13.9,5.5,-17.9,9.8,1.2,0.6,1,2.8
1/31/2013,-8.5,7.8,-24.6,-0.1,0.5,3.6,1,1
2/1/2013,1.5,7.2,-26.5,-8.4,0,0,0.4,0
2/2/2013,0.7,2.4,-22.8,-8.8,0,0,1.2,0.2
2/3/2013,,5.2,-17.4,-9.4,,2.2,0.4,0
2/4/2013,,6.3,-18.8,-8.7,,0.6,3.9,0
2/5/2013,,7,-18.8,-8.3,,5.6,0.2,0
2/6/2013,0.4,6.7,-14.2,-5.6,0,4.6,0.6,0.2
2/7/2013,0.3,5.9,-15.3,-4.5,0,0.2,1.6,2.4
2/8/2013,0,3.6,-11.6,-7.9,0,0,0.6,23.2
2/9/2013,,4.9,-4.7,-8.1,,0.2,0,0
2/10/2013,-4.4,3.1,-3.8,-7.2,0,0,0,0
2/11/2013,,5.2,-8.2,3.8,,0.6,0.3,5
2/12/2013,,7.3,-5.1,0.3,,0.4,0,0
2/13/2013,,6.7,-7,-2.6,,0,0.2,0
2/14/2013,-3.7,6,-14,-1.4,0,2.4,0.3,2.4
2/15/2013,1.8,6.2,-14,-3,0,0.2,0.8,0
2/16/2013,,8,-13.6,-7.2,,2.6,0.6,7.2
2/17/2013,-3.8,5.4,-5.3,-14,0.4,0,1.2,0
2/18/2013,,4.7,-14,-7.9,,2.6,2.8,0
2/19/2013,,5.4,-23.3,-1,,0,0.5,8
2/20/2013,,2.3,-19.7,-6.7,,2.6,0,0.2
2/21/2013,-5.8,5.6,-11.6,-9,0,2.6,0.5,0
2/22/2013,-1,6.9,-10.6,-4.3,0,17.4,2.3,1.6
2/23/2013,,4.3,-7.5,-0.1,,0.2,0.6,0
2/24/2013,,5.7,-7.6,-0.4,,5,0.3,1.4
2/25/2013,,7.1,-6.4,0.6,,4,0.3,0
2/26/2013,-5.8,3.9,-5.6,1.1,3,4.2,1,16.6
2/27/2013,-1.3,4.4,-5.5,0.9,0,1.8,0.7,21
2/28/2013,0.7,4.2,-8.9,0.3,0,14.4,0,2.6
3/1/2013,4.1,8.6,-8.7,-4.4,0,14.6,1.2,0
3/2/2013,,7.8,-8,-5.9,,13.2,0.7,0
3/3/2013,-4.8,5.8,-3.1,-6.2,8.8,0,0,0.4
3/4/2013,-7.8,3.5,-3.6,-5,1,0,6.8,0
3/5/2013,-9.4,5.4,-6.9,-4.8,0,1.6,4.2,0
3/6/2013,-8.3,5.8,-9.7,1.2,4.4,0.6,0.5,0.8
3/7/2013,-10.2,5.7,-8,2.3,1.2,6.2,1,1
3/8/2013,-6,4,-5.3,1.9,0,0,0,0.2
3/9/2013,,6.1,-4.4,1.7,,0,0.3,0
3/10/2013,,6.3,-8.4,7.9,,0,1.2,0
3/11/2013,-3.1,6.5,-9,7,0,2.2,1.3,9.4
3/12/2013,-1,7.9,-8.6,2.6,0,17.6,0.4,0.4
3/13/2013,,10.3,-12,-2.4,,17.2,1,1
3/14/2013,,9.8,-7.3,-4.6,,11.4,0.2,0
3/15/2013,-10.4,10.1,-15,1.2,0,2,0.6,0
3/16/2013,-10.7,7.4,-17.2,-4.4,0,2.2,0.6,0.4
3/17/2013,-12.8,6.7,-16.3,-5,1.4,0,4,0
3/18/2013,-9,6.7,-11.9,-3.1,0.4,0.8,5.6,3.8
3/19/2013,-5.5,6,-14.4,-1.2,0,5.2,0.5,1.4
3/20/2013,5.1,7.7,,-4.2,0,13.2,,0
3/21/2013,,5.8,-12,-4.4,,0,1.4,1
3/22/2013,-7.5,4.6,-9.5,-1,0,0,1.3,0
3/23/2013,-8.1,4.9,-7.9,1.3,0,0,1.1,0
3/24/2013,-6.4,6.2,-4.6,-0.7,0,0,0.8,0
3/25/2013,-1.6,8.4,-5,3.2,0,0,0,0
3/26/2013,,8.1,-6.5,4.9,,0,2.4,0
3/27/2013,,8.8,-5.8,3.7,,0,1.1,0.2
3/28/2013,,10.1,-2.6,3.5,,0,1,0
3/29/2013,,9.6,-3,6,,0,0,0
3/30/2013,4.7,9,0.2,4.5,0,0,0,0
3/31/2013,,10.1,-6.3,7.6,,0,1,1.6
4/1/2013,2.9,10.4,-6.8,0.4,0,0,0.2,0
4/2/2013,7.8,11.6,-7,-1.6,0,0,0.2,0
4/3/2013,,10.3,-2.7,-1.6,,0,0.9,0
4/4/2013,2.1,10.8,-3.8,3.3,0,17.2,0.6,0
4/5/2013,1.2,11.2,-5.4,1.3,0,10.4,0.3,0
4/6/2013,,10,0.1,-0.4,,6.6,1.6,0
4/7/2013,-4.3,8.1,-4.1,10.6,2.6,1.6,1.7,0.4
4/8/2013,,10.2,-7.8,6.9,,0,0.3,11.4
4/9/2013,,9.2,-6.7,8.5,,2.2,0.6,17.8
4/10/2013,3.9,10.7,,5.4,0,17.2,,12
4/11/2013,1.3,8.8,-0.2,1.7,5.4,0,0,10
4/12/2013,-0.7,5.7,0.3,3.2,0,10.2,0,19.6
4/13/2013,,7.2,-1.3,4,,0.8,1,1.4
4/14/2013,,7,0.8,3.8,,0,0,0
4/15/2013,-5.8,9.5,0.4,8.4,1,0.4,4.9,0
4/16/2013,-3.2,8.4,-0.4,9.5,0,0,0.4,0.8
4/17/2013,-1.8,10,0.4,6.4,0,0,1,1.6
4/18/2013,3.6,8.3,1.3,13.8,0,18.8,0.3,6.4
4/19/2013,,9.9,-1.9,11.6,,23.2,0,1.8
4/20/2013,,10.9,-3,1,,1.2,0.9,0.6
4/21/2013,,8.4,1.6,0.9,,3.2,4,0
4/22/2013,0.3,7.2,-1.1,7,0,0,0,0
4/23/2013,2.1,9.7,-0.6,8.3,0,0,0.2,0
4/24/2013,5.4,10.1,1.2,7.1,0,0,0.2,15.6
4/25/2013,10.4,11.8,1.3,5.1,0,0,0,1
4/26/2013,,11.2,8.6,6.2,,0,0.3,0
4/27/2013,,11.5,11.7,11.4,,2.8,0,0
4/28/2013,9.4,10.1,10.6,12.4,0,0,0,7.8
4/29/2013,,9.3,6.2,11.4,,0,2.9,2.2
4/30/2013,,7.7,7,15.4,,0,19.2,0
5/1/2013,1.3,8.5,-2.1,17.3,0,0,0.4,0
5/2/2013,9.5,10.1,-0.8,16.6,0,0,0,0
5/3/2013,,11.1,,17,,0,,0
5/4/2013,10.7,13.9,6.9,15.8,0,0,0,0
5/5/2013,13.2,15.4,10.9,16.9,0,0,0,0
5/6/2013,16.6,16.1,15.6,16.1,0,0,0,0
5/7/2013,11.7,15.7,17.4,16.8,0,0,0,0
5/8/2013,12.8,14.7,7.3,17.6,0,0,0,0
5/9/2013,15.8,13.9,6.8,18.3,0,0,0,0.6
5/10/2013,,14.5,7,12.9,,0,1.6,17.6
5/11/2013,16.4,17.5,4.7,10.3,0,5.2,0,0.4
5/12/2013,21.3,15.9,7.3,5.5,0,11.8,0,2.6
5/13/2013,16,13.7,17.2,6.1,0,2.2,0,0
5/14/2013,11.3,12.1,19.2,7.1,0,0,0,0
5/15/2013,15.7,13.4,14.9,16.7,0,0.6,0,0.8
5/16/2013,,14.1,15.2,15.7,,1.8,0,0
5/17/2013,9.1,12.4,14.6,11.8,0,1.2,2,0
5/18/2013,11.3,13.8,15,15.5,0.2,0.4,6.6,0
5/19/2013,11.9,14.3,13.6,18.2,0.2,0,6.1,0
5/20/2013,11.7,13.4,11.7,20.6,0,0,11.6,5
5/21/2013,14.2,10.2,15.5,19.5,0,3.2,0.2,2
5/22/2013,,11.9,13.7,19.9,,0.6,0,4.2
5/23/2013,10.3,11.6,11.9,13.4,23.4,5.2,0,4
5/24/2013,6.1,12.6,13.3,7.6,51.2,0,0,0
5/25/2013,9.4,12.9,15.1,9.3,8,0.2,0,0
5/26/2013,9.9,13.8,17.5,12.1,0,0.6,0,0
5/27/2013,11.9,13.8,18.6,13.7,0.2,7.6,0,0
5/28/2013,12.6,12.8,17.1,13.1,1.8,21,4.6,28.6
5/29/2013,12.6,12.2,16.1,20.9,5.6,4.2,0,8.4
5/30/2013,10.6,12.4,14.1,24.7,10.8,0.2,17.5,0
5/31/2013,12.2,13.9,10.8,25,3.4,0,24.7,2
6/1/2013,11.3,14.8,10.8,22.8,0,0.2,0,0.2
6/2/2013,10.4,15,10.3,16.3,25.4,0,0,13.2
6/3/2013,10.9,14.5,12.2,11.6,16.4,0,0,0
6/4/2013,11.1,15.9,16.2,14,0,0,0,0
6/5/2013,14.7,17.4,16.5,15.3,0,0,0,0
6/6/2013,14.3,17.2,17.7,13.8,0,0,0,9.2
6/7/2013,16.5,16.2,18.3,14.1,0.6,0,0.6,0.4
6/8/2013,13.3,14.8,17.3,16.5,1.2,0,0,0
6/9/2013,10.6,14.9,16.7,16.8,0.6,0.6,0.6,0
6/10/2013,,14.1,18.4,16.5,,0,9.6,22.2
6/11/2013,,15.4,18.4,19.9,,0,0.2,6.6
6/12/2013,13.5,14.6,18,18.5,0,2,0,0
6/13/2013,11.8,14.1,19.1,18.7,2.8,0,0,10.6
6/14/2013,11.4,14.9,19.9,17.8,7.8,0.4,3.6,0
6/15/2013,13.9,13.9,19.3,18,4.6,0,0.2,0
6/16/2013,13.3,17.8,17.9,21.3,0,0,0,9.6
6/17/2013,15.5,18.5,18.1,19.6,2,0,0,0
6/18/2013,15.3,16.5,19.1,16.7,6.4,0.4,0,0.2
6/19/2013,15.1,,21.6,14.5,7.8,,0,0
6/20/2013,14.1,14.2,21.6,17.1,45,13.4,5.4,0
6/21/2013,12.3,15.9,20.2,20.4,23,0.4,0.2,0
6/22/2013,12.3,17.9,22.5,22,0.6,0,0,8
6/23/2013,14.2,,18.9,25.3,1.2,,20.3,0
6/24/2013,13.5,16.2,21.4,26.8,0,14.6,0.2,0
6/25/2013,15.9,16.7,24.2,24.6,1.2,3.2,14.2,4.2
6/26/2013,16.2,17.3,22.5,25.5,0,3.8,8,0
6/27/2013,16.7,17.8,20.9,21.6,0,5.6,0,0
6/28/2013,17.4,17.8,20.7,19.9,0,,0.4,16.2
6/29/2013,19,20.5,21.3,20.3,0,0,0,0
6/30/2013,18.7,23.2,21.5,20.6,0,0,0,0
7/1/2013,21,22.5,22.9,20.1,0,0,0,0
7/2/2013,24.8,20.5,25.3,20,0,0,0,0
7/3/2013,20.5,18.5,26.2,22.2,0,0,,1.2
7/4/2013,18.8,16.9,25.9,24.4,1.8,0,0,3.2
7/5/2013,15.4,17.1,24.1,,11.2,0,0,
7/6/2013,11.9,18.1,24.2,24.1,0.8,0,0,0.4
7/7/2013,12.4,17.5,23.4,24.2,0,0,0,26.6
7/8/2013,13.7,17.5,23.3,24.4,11.8,0,0,126
7/9/2013,16.5,19.1,18.4,22.7,0,0,2.6,0.6
7/10/2013,19.7,18.8,19.9,,0,0,0,
7/11/2013,18.8,16.5,23.2,20.6,0,0,0,0
7/12/2013,14.8,16,23.7,20.2,0,0,1.6,0
7/13/2013,12.9,16.4,24.4,21.7,4.4,0,1.2,0
7/14/2013,15.8,17.3,20.3,24.5,0,0,0.2,0
7/15/2013,12,19.7,22.5,26.6,0.6,0,0,0
7/16/2013,14.1,18.9,22.6,27.4,0,0,3,0
7/17/2013,17.1,20.4,21.5,29.5,3.8,0,0,0
7/18/2013,20,18.4,21,28.7,0,0,20.5,0
7/19/2013,18.5,18.3,18.7,27.9,0,0,0.2,8.6
7/20/2013,18.6,18.5,14.9,23.9,0,0,0,1.6
7/21/2013,17,16.9,17.5,19.3,0,0,20.6,0
7/22/2013,18.9,18.3,17.9,20.2,10,0,0.2,0
7/23/2013,17.4,18.9,,22.4,0.2,0,,0
7/24/2013,17.8,18.9,19.8,17.3,0.6,0,0,0
7/25/2013,15.6,18.2,17,18,0.8,0,12.4,0
7/26/2013,16,18.2,14.7,18.8,0,0,0.2,0
